"","A11_S1","A12_S2","A13_S3","A15_S4","A16_S5","A17_PulledDown_S6","B11_PulledDown_S7","B12_PulledDown_S8","B13_PulledDown_S9","B15_PulledDown_S10","B16_PulledDown_S11","B17_S12","HN878_broth_R1_S1","HN878_broth_R2_S2","HN878_broth_R3_S3","HN878_mimic_D14_R1_S7","HN878_mimic_D14_R2_S8","HN878_mimic_D14_R3_S9","HN878_mimic_D28_R1_S10","HN878_mimic_D28_R2_S11","HN878_mimic_D42_R1_S12","HN878_mimic_D42_R2_S13","HN878_mimic_D42_R3_S14","HN878_mimic_D7_R1_S4","HN878_mimic_D7_R2_S5","HN878_mimic_D7_R3_S6","HN878_R1_1Probe","HN878_R2_1Probe","iMTB_0_S31","iMTB_0_S48","iMTB_14_S18","iMTB_28_S19","iMTB_28_S38","iMTB_42_S20","iMTB_42_S39","KA_2_S12","KA_2_S32","KA_3_S13","KA_3_S33","LLL_Cav_L2_20mm_18_S24","LLL_Cav_L2_20mm_18_S41","LLL_Cav_L2_20mm_21_S25","LLL_Cav_L2_20mm_21_S42","LUL_Cav_L1_15mm_12_S22","LUL_Cav_L1_15mm_12_S39","LUL_Cav_L1_15_S14","LUL_Cav_L1_15_S34","mimic_only_D42_R1_S15","R002_12_S25","R002_12_S4","R002_14_S5","R002_3_S1","R002_3_S22","R002_7_S23","R002_7_S2","R002_9_S24","R002_9_S3","R006_11_S28","R006_11_S8","R006_13_S29","R006_13_S9","R006_17_S10","R006_17_S30","R006_19_S11","R006_19_S31","R006_7_S26","R006_7_S6","R006_9_S27","R006_9_S7","R011_L1_30_S27","R011_L41_22_S23","R011_L4_27_S25","R011_L4_28_S26","R011_L5_18_S21","R011_L5_19_S22","R011_L6_12_S18","R011_R1_8_S16","R011_R1_9_S17","R011_R2_13_S19","R011_R2_14_S20","R011_R3_25_S24","R011_R4_31_S28","RLL_Cav_Cluster_R4_13mm_23_S26","RLL_Cav_Cluster_R4_13mm_23_S43","RLL_Cav_R3_18mm_X_15mm_16_S23","RLL_Cav_R3_18mm_X_15mm_16_S40","RLL_Cav_R3_28_S15","RLL_Cav_R3_28_S35","RUL_Cav_R1_30mm_X_22mm_26_S27","RUL_Cav_R1_30mm_X_22mm_26_S44","RUL_Cav_R1_30mm_X_22mm_7_S37","RUL_Cav_R2_18mm_X_12mm_27_S28","RUL_Cav_R2_18mm_X_12mm_27_S45","RUL_Cav_R2_18mm_X_12mm_8_S21","RUL_Cav_R2_18mm_X_12mm_8_S38","Stearic_acid_0_S29","Stearic_acid_0_S46","Stearic_acid_14_S30","Stearic_acid_14_S47","Stearic_acid_28_S16","Stearic_acid_28_S36","Stearic_acid_42_S17","Stearic_acid_42_S37"
"Rv0660c",7.08,0.97,16.91,11.49,0.66,659.825168,3153.452696,955.162948,2159.331916,2052.725364,603.041572,2,3422.503184,4237.953036,2684.207676,2091.07414,1183.3088,1114.2462,1630.867076,752.271168,1775.496124,1825.079808,1291.57938,65.560528,984.669536,972.15126,2578.01,2957.15,1863.363328,26.04,0,805.030644,12.84,792.708136,8.59,1514.733148,0,1440.30868,1,328.846736,0,1201.080184,3,231.408652,0,185.9796,0,50.997564,72.09,1849.594312,389.643576,942.307516,8.7,5.23,334.023712,5.76,367.021496,41.89,1377.478028,0,302.222288,887.448972,18.23,833.939052,87.45,5.78,1215.490884,0,266.429372,13.551496,323.408736,0,0,175.560392,243.94868,0,5.644644,0,111.446372,0,248.57098,469.288524,1215.969428,0,254.291756,0,40.980768,0,633.494372,1.3,2,739.524496,5.39,400.628336,0,3042.115084,140.69,1308.87222,0,1529.122096,99.04,1083.488872,8.04
"Rv0661c",2,5.09,10.46,11.36,0.18,1166.532746,1292.940838,1549.743394,1295.830368,1705.4124,649.660696,3.96,288.493034,403.673238,108.85862,124.804108,72.391572,24.802782,89.81131,48.756396,94.70582,126.478856,54.535456,11.794,51.079814,33.84878,49.5,46.43,110.049814,1,0,75.033428,2.96,161.742916,0,145.0662,0,0,0,372.596048,0,256.34259,0,683.69818,0.89,1159.314818,2,65.4567,6.84,116.890334,512.4493,133.991634,0,7.34,809.280692,7.26,665.865652,1.73,16.15778,1.04,271.79273,15.060938,1,41.904082,10,0,103.822582,0,0,6.757962,299.190192,0,47.176,500.667094,0,0,11.73503,16.5116,20.0498,0,888.996338,40.830828,48.3554,0,323.474038,0.58,360.318494,1.5,623.041638,0,2.61,480.84138,3,127.457758,0,147.77882,4.68,1388.849646,0,67.414504,8.26,90.63689,2
"Rv0662c",1,1.01,2.65,10.43,1.88,758.09664,930.15232,1182.325376,771.687168,1068.919296,757.611264,3.09,322.805376,378.380928,99.6032,110.534272,66.557184,77.235456,82.170112,34.724608,68.10432,118.36096,38.455936,19.2128,42.480512,24.147456,66.49,76.62,86.50816,0,0,112.981376,3,68.903168,1,162.8032,0,0,0,176.777984,0,87.660928,0,376.591104,2.22,427.879168,0,14.20736,6,79.338752,319.0336,147.43296,0,10.19,703.835648,8.47,534.449536,1,29.789952,1.07,156.58432,18.595968,0,26.726016,2.91,0,85.304832,0,3.0336,12.79168,232.565888,0,0,110.948864,5.056,0,35.311104,0,19.2128,0,307.880064,32.20672,98.0864,0,306.787968,1.47,33.046016,0.55,327.851264,0,3.45,260.33344,2,156.189952,0,153.035008,7.86,598.033792,0,93.99104,5.59,107.884928,0.05
"Rv0663",20,28.2,63.27,103.59,6,8682.26442,10654.126407,11297.394674,13809.575488,13338.328326,6158.297065,25.26,7663.376932,9348.02363,6155.284624,5061.817286,3523.405588,1853.275151,3781.685845,1745.421964,2550.747858,2734.419018,1991.272246,308.731332,2653.911776,2789.900577,4341.11,4695.2,4979.077523,96.16,0,2842.915639,39,3238.929768,41.32,6805.728155,4,3611.770524,4,2137.9557,0.96,4025.391347,10,4314.185974,3,4156.047445,5,404.183791,121.89,2590.202061,3241.756978,4030.714301,35.91,198.41,9280.424064,94.92,7656.386899,86.08,2403.313731,14,5373.795035,2170.917069,55.28,1895.088612,258.93,14,2789.500868,4,1112.146422,263.193753,2554.189255,10.7239,214.478,2132.622997,449.4289,0,257.3736,35.0964,184.626562,111.1386,5995.605753,547.055386,940.066823,1,2221.787351,5,741.8989,0,6316.455092,15,29.95,4102.691168,48.41,2877.9048,0,6403.601403,361.49,2726.532077,0,4084.489785,305.11,3933.984723,41.39
"Rv0664",6.89,8.31,19.65,16.04,2,1850.871669,2851.62626,3250.891532,3085.215779,3009.245813,1645.183456,5.86,1138.247071,1470.686164,625.792189,792.233281,463.030095,247.540172,621.361279,349.048292,402.178931,383.797368,336.198653,49.357652,362.005347,376.009708,442.19,412.18,842.81279,14.99,0,464.896448,7,356.379434,6,664.394814,0,630.545347,1,468.186063,0,982.399882,2.66,948.550415,0,1458.319897,1,96.6744,9.81,263.518302,1166.255793,599.972068,5.61,12.38,1469.18234,11.69,1823.534297,11.76,339.743381,1.03,1182.301058,317.14574,6.93,365.174119,41.81,1,568.512607,0,88.88674,17.710213,707.280652,0,28.1967,597.568635,0,0,0,17.4551,10.674465,30.8821,1015.698842,84.751224,79.205873,0,449.066015,1,0,0,1270.704426,2,2.11,683.541716,4.7,141.856255,0,832.903664,40.51,1478.205284,0,406.784392,18.42,605.665116,9.77
"Rv0665",10.72,7.08,10.84,9.46,1,1342.402467,1621.628895,1923.647121,1997.790411,2014.24398,1135.855833,7,699.744786,885.328992,373.062348,311.982912,212.615838,67.7943,192.126894,93.050367,147.371895,176.394312,123.547041,20.295246,117.822189,154.495677,426.16,392.08,390.140055,10.84,0,365.465082,6.23,191.093838,3.09,284.241054,0,163.556439,0,430.601415,0,512.105229,1,775.480704,1,688.704,5,47.3484,6.8,106.576944,418.92573,351.798612,1,29.11,1278.396039,14.31,1131.067188,2.41,207.601212,2,760.383021,203.70573,1.08,165.708639,20.23,3,429.460749,0,49.705059,40.977888,460.000467,0,0,438.596838,0,0,19.3698,0,0,0,958.546836,45.077829,165.977664,0,484.115868,0.51,0,0,1162.478547,4,2,663.695436,5.07,242.090217,0,463.411704,16.91,223.484448,0,191.384385,11.36,216.08088,3
"Rv0666",2.27,1.97,8.45,6.19,0.69,566.804917,672.067894,610.785469,905.647146,786.184099,379.078405,3.97,122.541051,190.883846,79.583856,53.880936,59.346773,9.305409,35.984088,23.307154,26.234431,54.428313,27.487845,1.070955,39.577737,45.305363,102.65,119.51,152.773714,2.89,0,127.173923,1.93,76.267862,1.01,160.603585,0,0.547377,0,97.917019,0,190.447531,1,307.824199,0,159.492965,0.05,24.568501,0,10.344632,193.969783,146.99849,1.03,17.34,580.655935,9.96,573.31791,2.03,45.765477,0,316.5267,40.021985,2.09,46.979226,7.47,0,151.5203,0,3.9665,2.403699,89.119322,0,0,65.320322,0,0,0.039665,0,0,0,374.715255,14.67605,14.620519,0,152.067677,0.54,0,0,452.752176,1,1.27,290.379532,4.15,264.081637,0,112.688265,8.86,80.1233,0,86.858417,9.72,96.62394,3.93
"Rv0667",186.24,78.74,334.03,725.89,12.92,25419.405168,56380.435372,29412.629672,46039.187076,82038.31146,17114.882052,94.58,44149.608176,56855.716764,69982.464896,87758.489276,68547.93614,83638.600992,75086.27786,45481.243776,44677.128136,34849.58094,29099.95202,4141.45226,58491.08326,69449.362772,52683,57005.72,58764.991636,1099.34,24941.370928,147856.55848,2461.39,32064.277736,408.43,74474.58848,59.64,53081.13612,43.45,33724.376168,35.82,61778.803072,118.08,8988.21258,8.08,14041.152476,28.69,1974.414684,2899.11,63966.672716,40206.00048,52930.98574,385.26,313.82,17252.775704,186.72,13379.802592,3752.81,116670.078764,51,13873.785872,120194.761984,3085.34,85726.297556,17364.22,129.7,27936.830044,5,11280.657676,1663.135304,23223.790408,159.4904,606.282,4053.798084,2985.703984,0,550.536828,39.970916,2178.595168,631.876932,16775.65908,9572.832288,23127.320564,9.41,29495.8924,71.09,42689.320628,30,22918.213356,56.61,49.19,110742.891148,1220.62,58023.492364,0,73908.932836,4292.76,48882.584112,0,187980.443252,18957.74,47805.816356,704.51
"Rv0668",123.05,40.42,185.27,475.82,7,17222.623182,43544.194898,20842.780646,32833.563534,58893.373188,10846.846452,60,47028.115118,60344.757358,83737.737916,44019.972842,29809.73481,23656.083058,32238.996196,14645.913616,21590.290852,21086.718206,21045.940088,3159.567458,59500.148482,66162.446604,39894.3,43601.35,35456.545906,577.22,10258.228,42571.214158,605.69,21426.247828,227.51,43237.899276,29.77,35143.326534,39.72,24715.272794,29,36593.857698,79.57,10116.894876,6,14510.717704,24,2014.157648,1780.09,44746.20221,17591.553816,25115.753572,227.74,281.53,15790.880306,162.27,13814.720198,1302.62,48817.511224,43.58,11925.334064,43699.009948,947.88,39066.62239,5691.05,111.16,17304.844098,3,4096.190202,1385.724864,14923.716622,73.1148,753.304,4029.755436,1517.597376,0,557.99886,130.7204,1413.309084,413.26479,16093.50911,8379.919866,10643.41006,0,19981.05626,45.15,20540.927302,21,15691.422022,37.41,32.22,67710.408778,691.8,42650.986836,0,55514.040366,2858.89,20025.833536,0,66246.894198,5121.28,28730.582518,373.65
"Rv0669c",18,29.61,61,86.65,1,5954.27058,9287.06094,9235.56006,10767.90447,11620.9539,4304.44233,10.08,6358.40604,8009.05806,7166.799,3089.38158,1556.61003,1283.27094,1817.23662,980.84565,1200.42612,1612.2501,1195.44282,308.56797,4620.11913,5000.59917,2623.77,2742.15,2398.52331,40.85,0,1705.87512,27.51,1667.83932,13.5,2914.33554,5.09,2411.27649,3,5583.0249,2,4559.80086,10,3840.28353,6.92,5652.32328,12.99,222.57045,165.66,3678.72291,3292.54767,2612.02212,16.12,118.01,6090.23331,79.11,5958.96912,64.91,2995.64469,7.59,3649.49433,2294.27064,46.08,2942.88273,425.53,15,3072.54006,1,1111.38777,497.313,3303.07362,55.89432,180.009,2000.90682,426.85524,0,102.87972,66.105,406.60677,76.275,4737.51144,533.49786,2442.72213,0,4390.66359,5.82,4460.23656,6,4702.52664,12,6.07,12413.02401,129.89,8989.19181,0,4153.53987,190.41,2117.70927,0,2152.52118,136.19,1797.78141,24.53
"Rv0670",6.11,8.23,38.82,43.32,4,3554.52344,4823.82434,4741.42307,6028.73661,5723.02451,2460.81299,6.45,5100.76868,6273.30629,3326.78596,2592.2681,1484.67655,1115.23162,2657.27974,1257.74789,3552.91673,4673.70079,3718.83413,214.18428,1295.17221,1213.95138,1767.42,1861.14,4179.34782,56.16,0,1324.77065,19.09,2717.78822,18.27,1792.22489,0,1633.41199,0,2842.22627,1,3867.38376,5.58,1932.12889,1,2496.7399,9,22.953,214.65,5157.57189,2780.96362,3011.66313,20.2,65.27,3103.65001,29.03,3166.421,44.27,1688.63035,10.03,2939.78745,1682.3456,32.99,1904.43227,271.12,26.64,5536.88661,1,1441.25166,155.32623,2178.22877,0,1.093,670.27132,380.364,0,117.21332,0,194.93655,99.17882,2408.63317,781.07966,1270.12065,0,2295.99952,2,2224.95452,0,2585.22918,5,6.93,5622.78548,56.68,3660.99257,0,5058.65539,240.61,1948.44738,0,1766.08033,111.19,3072.41207,46.2
"Rv0671",12.36,8.22,33.08,43.89,1.39,3334.650376,3738.938912,4257.266816,5559.354984,5531.532384,2729.477912,11.93,2692.305016,3345.70332,3009.815576,2675.53536,1768.61372,1211.724168,2318.293176,1199.196864,2425.569512,2548.046024,2509.807784,71.729992,1026.791864,1095.848984,1017.81,1054.85,2853.210008,51.19,0,1308.451696,24.16,1863.324704,26.77,1277.708912,1,684.169624,0,2190.023856,1,2672.072992,10.69,1703.304328,1,2758.109032,6.54,188.3376,109.07,2332.998728,2643.356264,2165.701672,16.08,61.99,3576.473952,41.61,3494.100032,55.45,1642.7224,7.55,2448.398312,1216.280416,31.7,1629.776568,262.26,11.09,2154.363368,0,276.104824,136.582808,1523.29924,36.1456,134.604312,742.544768,100.522816,0,183.362824,15.2192,133.02532,31.323016,2390.17536,466.84896,1144.00824,0,2134.939864,6,1362.841312,2,2603.139528,5,7,4814.508312,49.84,4572.494496,0,2515.514984,148.15,1121.693088,0,1888.474432,146.85,2503.044752,39.77
"Rv0672",9,15.53,37.81,36.8,3,4405.903546,5555.243495,5769.020991,6689.317999,6710.638567,3018.004004,19.73,5837.485746,7591.36795,2768.212311,7925.073641,3157.95597,2686.238403,4850.572174,2308.717311,6043.645836,6113.601397,4945.156667,135.29575,1363.025546,1230.149803,2845.36,3058.39,3966.66717,59.74,0,2794.832388,51.47,3219.609988,44.08,3890.421633,6,2489.329479,3,4014.536338,3.19,4135.894073,5.39,2382.318199,0,4105.424449,9.76,437.0308,239.85,5968.176335,3345.276765,3015.849483,29.16,84.15,5054.363312,46.58,4550.675104,77.34,2910.635339,14.76,3003.483962,2140.409398,49.7,3803.566867,450.58,13,3020.260635,0,1075.167245,362.255647,4199.110374,18.3798,100.0678,1207.103576,108.706306,0,179.7136,1.0211,208.161446,36.7596,4081.418388,590.859515,1945.246555,0,2907.58225,7,2406.998186,3,3254.991103,6.53,15,8941.578691,115.81,5439.644764,0,3900.928752,184.2,2560.949433,0,4237.003395,336.81,3298.857559,40.74
"Rv0673",9.12,8.28,14.16,34.11,2,2845.71588,3623.375112,4495.49016,4192.61052,4985.580264,1885.088856,6.78,2439.218712,3255.195216,1332.168264,3581.327568,1427.18772,1563.988272,2740.540656,1221.643584,3470.720904,3503.422272,2964.28524,67.780272,723.180864,559.23336,1254.11,1242.65,1925.13804,28.89,922.32,1202.869248,24.16,1459.550904,12.61,1662.082128,1,1151.885448,0,2334.34068,4.42,2362.491936,5.42,1389.259872,1.5,2087.917272,1,58.4136,124.41,3212.553288,2372.442744,1200.184272,13.57,41.95,2447.150664,19.88,2328.581304,47.53,1608.239136,2.45,1658.597808,1313.988312,30.42,1973.682816,220.55,5,1397.243064,0.88,693.523152,139.895448,2261.098224,0,106.5792,730.610664,105.5544,0,116.509512,0,54.201672,133.224,2064.25464,281.707272,975.486624,0,1915.679136,2.45,1285.498872,1,1661.600472,3,9.05,4247.529552,33.45,2904.980064,0,1459.458672,78.04,880.272456,0,1594.599048,117.96,1708.157136,21.91
"Rv0674",8.85,5.65,26,32.12,2,2551.373201,3591.547385,4485.203016,4195.005862,5098.663971,1855.877309,11.24,1362.905494,1834.69252,676.566359,1793.816005,841.617687,685.096656,1456.853612,695.099134,1439.208322,1635.864557,1397.674024,90.596557,489.411434,462.651151,763.19,726.38,972.57915,13.5,0,674.050078,8.78,857.602858,15.5,776.131735,2,41.398565,0,1968.212028,1,1790.558413,2,1486.871487,2.47,1882.032014,3,151.864345,43.82,1637.002626,951.613622,1258.411966,8,42.59,2885.986369,24.85,2639.202893,33.32,986.392593,2.64,1027.822481,939.335006,20.85,1294.193273,123.2,1.82,900.202138,0.09,179.345057,170.981816,1489.9307,0,122.389402,828.817021,75.1752,0,150.778481,0,106.947163,33.4112,2672.572329,161.261245,420.104076,0,1583.367209,0.53,2060.625319,1,1977.995245,3.88,5.92,3453.642657,37.61,2807.950335,0,865.5589,33.89,1150.170119,0,1107.069671,83.2,661.865431,9.99
"Rv0675",6.89,6,18.22,22.27,0,2198.209164,2686.044471,2879.163624,3168.125508,3353.656827,2146.137897,5,1689.746262,2108.608353,728.402805,1893.359643,909.984159,878.364933,1662.574404,675.960924,1869.123438,1817.091183,1595.142162,42.162219,609.445464,494.18451,732.97,769.01,1192.762641,28.18,0,910.091442,19.85,945.299772,10.42,459.824691,0.88,393.913917,1,1633.764042,0,1457.78091,2,1641.546936,1,2343.294792,1,86.050719,72.31,1725.003357,1504.049142,1081.578441,7,56.7,2554.378971,30.23,2509.661466,36.61,1126.364217,2,1553.906478,757.018107,17.15,1031.604069,157.57,5.23,919.961478,0,1094.062281,173.691177,1611.234612,23.4072,61.414641,772.544883,194.0847,0,70.943322,0,153.375678,59.4933,2369.68641,234.247554,201.253155,0,1313.495028,3,1469.035872,1,1591.728612,6.12,4,2725.319802,37.26,2893.52004,0,1077.296874,39.42,459.746667,0,1133.942298,89.72,1027.654104,15.72
"Rv0676c",46.8,43.07,129.34,137.19,8,10391.256139,14900.753901,14010.253543,18505.36941,17644.126478,6115.400093,31,9254.032711,11681.867461,4169.316107,5873.860201,3065.042882,1756.831538,5419.117022,1796.578729,3467.963774,3664.222056,2927.982948,399.759723,4376.348944,4435.945998,3206.93,3547.77,5632.082984,124.61,798.3613,5443.865273,97.97,3568.89335,45.78,4850.790098,4.11,2809.795098,1,5747.603301,4,6621.509895,17,6217.44035,3,7242.428039,21,501.306344,208.53,4692.817085,5909.648811,4628.834265,27.23,218.15,11659.074768,152.55,10822.722482,121.32,3613.206674,28,6521.539112,3307.503595,82.23,3958.713902,594.16,25.12,4704.721307,1,2781.240154,482.889924,6146.726993,5.6958,425.647134,2758.437968,1330.9186,0,421.270861,12.3409,307.914948,340.362022,7407.615732,3127.573273,2379.097688,0,5175.061485,11,4339.326244,4,9087.696365,15,37.68,14106.664451,191.57,8948.832761,0,11107.47451,601.64,3148.8281,0,7825.146351,654.77,4374.858543,75.42
"Rv0677c",9,10.09,36.55,20.09,2,1824.725124,3180.517764,2342.89308,4168.584168,3158.874432,1204.987488,6.01,1754.592312,2191.332372,776.003832,1528.51848,690.195624,527.005092,1490.329428,384.396288,729.006336,687.98634,519.363456,51.607344,999.925764,1152.643716,852.88,844.59,1230.819852,25.08,0,1395.234576,27.2,882.546792,11.01,1791.882348,0.95,1052.37474,0,747.866544,2,1337.927088,6,833.684316,1,664.831896,0,259.32786,32.34,637.172808,1344.88968,813.408636,5.55,28.95,1535.45238,12,1207.416744,35.62,1014.749964,3,788.523108,950.833752,23.74,865.618512,130.11,6.38,599.968848,1,635.460852,31.41774,1246.533504,0,101.273196,701.366376,188.4108,0,109.402596,33.474,70.371912,28.97892,1081.97532,1222.527864,878.50122,0,697.865952,2.42,623.658876,1,1384.91502,3,4.78,2758.181088,31.74,1677.917724,0,3099.128124,180.68,2417.693124,0,2267.538324,189.95,907.231476,11.93
"Rv0678",6.76,6.99,21.27,17.07,1.15,1477.605762,2355.875949,2132.356182,2930.426937,2610.264033,1007.068923,3.42,1190.321451,1461.832149,1142.207082,1484.280231,735.258447,275.831028,1920.721731,489.775533,1345.888599,1921.797405,1366.317588,26.451,631.253115,751.64925,608.82,578.08,1539.686259,38.51,1246.071342,1580.658858,26.09,854.067522,7.11,640.925364,1,441.775785,0,1295.261385,0,1372.136808,4.36,725.092446,1.96,1800.290328,10.04,66.638886,82.01,1484.34195,2901.392556,1160.881488,14.24,31.3,1374.120633,22.24,1508.103765,37.54,898.478751,1,1018.945422,887.325246,29.74,1180.702104,211.65,3.5,926.825406,0,528.84366,95.973045,1947.005208,0,118.050813,409.505565,80.94006,0,104.587254,19.3974,65.2458,24.555345,1531.213122,1030.804287,1116.743586,0,1538.592951,5.53,2898.068547,3,1193.486754,2.97,5,3679.051956,56.46,2186.183967,0,1733.184141,126.5,1920.853986,0,2341.257363,216.57,1147.029981,25.49
"Rv0679c",6.41,10.36,24.7,29.24,2.11,1993.34355,3099.126725,3406.553325,3680.79795,4054.22395,1737.310575,8.34,1481.73725,1843.394625,2305.739125,1551.4297,1057.171225,460.55345,1380.099125,502.294425,1017.0628,1128.004875,845.48655,53.27185,791.192375,903.6719,593.34,596.72,1437.19875,33.96,0,1100.6874,21.66,980.013425,16.03,976.431325,2,1349.159925,2,1017.958325,2,1237.36195,1,1040.893275,3,786.310575,2,86.168525,30.31,767.607575,1427.2608,1577.2652,15.8,47.41,2078.10935,26.51,1814.71405,31.05,793.97405,3,1356.054675,743.3967,22.58,696.24295,146.35,6.53,606.15155,1,344.40465,61.394975,1548.394425,0,3.177925,375.6133,43.7777,0,83.1808,6.522275,55.93465,49.9275,1484.20985,530.80065,519.6898,0,915.89225,4,694.84815,0,1495.08295,3.15,3.89,2246.6741,27.97,1298.962975,0,1965.60605,142.09,1075.85045,0,1554.3778,157.5,1114.46105,13.08
"Rv0680c",2,2.15,19.97,18.47,0,1587.89904,2500.889664,2133.470976,2428.835136,2768.499552,795.307968,4.45,1862.288064,2110.215744,2574.45552,1850.931264,1359.828288,940.03728,1512.140448,645.28464,1104.239136,1091.222496,786.816576,88.635456,895.937952,968.044896,413.31,415.85,1858.994592,36.05,0,1013.568192,14.32,794.705184,9.7,706.3056,0,1215.247488,0,898.75968,0,1132.919424,3.54,861.404544,0,833.222208,1.27,43.880928,49.7,1027.327392,892.024224,1248.94224,8.38,21.77,1588.81632,25.55,1601.771808,45.51,1113.245952,1,1208.197536,886.773888,29.93,810.578496,107.09,1.61,818.17008,0,193.703328,37.128,1046.983392,0,96.83856,428.692992,5.669664,0,17.60304,10.911264,41.574624,27.12528,1018.381728,274.948128,495.270048,0,771.231552,2,412.610016,0,1082.268096,1.81,5.23,1945.306272,30.42,1275.971424,0,2097.155424,110.34,759.298176,0,1565.735808,132.07,1398.93936,15.74
"Rv0681",14.15,5.04,25.32,22.46,1,2482.132032,3472.901928,3225.206832,4265.962536,4054.125912,1771.832232,17.24,3373.67496,4147.311792,2560.372512,2811.927192,1459.531056,1314.922512,1911.710688,888.564336,1236.776424,1172.359128,896.1996,90.889008,1283.196312,1314.30372,1229.85,1305.55,1746.451272,34.66,0,1245.649272,18,1030.928448,11.43,1572.004368,0,1429.850016,1,928.92216,1,1568.564304,4,1322.90388,0.89,1448.9172,3,166.685784,76.54,1394.893512,1501.923552,2033.822472,18.08,43.34,2727.687576,20.14,2552.139432,63.07,1552.38132,4,1636.243368,1198.610592,33.61,810.124584,148.26,2.64,952.195032,0,283.029168,38.532912,1043.807712,0,74.4648,846.465504,2.0976,0,26.838792,0,60.756984,16.7808,1478.566776,145.143432,607.653744,0,745.1724,1.51,560.657016,0.23,1653.789792,4,2.04,2060.241744,34.65,1339.485408,0,3402.265248,175.35,1751.978448,0,2346.312432,213.45,1443.232704,17.73
"Rv0682",10.62,8.88,38.36,59.41,2.3,1998.825472,4550.614272,2297.270272,4441.373184,5551.021824,952.587776,4.92,5020.77632,6435.38752,4068.660224,5757.4976,4388.064768,3789.382784,3559.588864,1994.245888,2708.180736,2154.89152,1924.806016,239.973632,2511.061376,3025.475584,13665.27,15157.97,6626.280704,163,941.6448,4326.926464,88,3602.228736,56.54,9959.145856,14.18,8932.898816,8.96,489.500928,0,3990.052608,12.22,803.596928,0.73,892.80448,1,199.486336,138.39,3009.978752,3763.500416,6687.256064,52.93,32.19,1612.442368,14.41,1193.058816,313.72,8020.343808,5.49,1516.768512,6421.734528,198.85,3112.041728,637.54,10.54,1139.561728,2,639.846784,42.125312,744.293888,22.2976,12.864,323.589632,64.32,0,84.00192,0,9.4336,55.744,1098.980096,675.582976,2068.299648,0,462.143488,1,126.9248,0,1998.396672,4.34,5,2075.237632,19.51,652.041856,0,6423.020928,448.04,4123.38368,0,8406.846976,846.27,5594.459264,101.55
"Rv0683",9.68,7.81,25.65,28.5,0,1719.803616,2694.013088,1960.946784,2923.19648,3980.221568,1551.484224,2.92,6153.70544,7965.799168,3370.425152,6673.88976,4336.874464,3705.491616,3926.123616,1808.938944,2418.096288,2046.85632,1573.415552,280.248288,2648.588256,2489.814368,9323.38,9979.24,4444.79648,73.5,0,3684.889152,59.26,2557.840032,29.39,7433.087008,6.99,6315.938432,4.22,378.01616,0,3041.708832,8.92,542.673568,0,396.27536,0,232.155584,122.59,2880.885856,2775.327392,4729.99504,29.43,24.26,1560.35008,18.55,1494.56624,189.69,6395.23408,3.5,1511.76032,5339.892896,136.18,3151.558208,457.84,5,852.410464,0,534.913408,11.574304,428.239104,0,0,310.020928,72.641184,0,50.598272,0,0,5.072,1111.549088,330.613248,984.546208,1,394.479872,0,340.057312,1,1627.746816,4.41,2.91,1904.038944,12.39,1449.587744,0,5650.989088,320.91,3854.26352,0,7248.111168,561.28,3860.370208,54.12
"Rv0684",63.32,31.01,96.32,164.73,8,7349.911415,18870.14932,9888.530245,16841.501435,20183.09128,5263.805525,33.55,24185.73531,31207.16203,15246.10186,25943.876585,15318.403815,10714.894025,14068.131495,6336.61138,8656.38488,7500.35539,6004.052725,993.26612,11818.62297,11371.74423,29097.2,32757.64,16285.579255,299.05,2771.593,17176.714665,292.09,8441.992735,93.32,33226.91438,27.45,26248.32925,36.15,2212.409485,2,15177.97138,31.78,3832.285325,1,3146.516505,14.91,832.86478,676.73,13822.38286,7193.432345,18354.77171,137.39,121.34,7012.95375,107.38,6216.418725,994.18,29560.967975,17.97,5610.73139,24541.025795,616.35,13665.762935,2199.95,21.72,3259.677245,0,1389.9138,162.61168,2363.20018,0,119.185,1877.998045,236.203,0,210.199,16.2525,86.68,210.93578,4820.003925,1990.812065,2070.405975,1,2429.217835,6.27,1789.942,1.73,8623.674015,23.46,25,9796.801135,106.42,5643.45309,0,32042.47552,1878.99,12639.48257,1,30509.99479,2603.88,12398.371315,190.8
"Rv0685",42.3,12,121.28,117.59,3,6407.409216,20569.274771,8405.463466,16939.509128,16311.574461,2763.259661,29.04,19359.851754,25063.280722,21193.727783,16840.183227,12354.824252,13579.504193,11103.67334,5567.821104,8201.874989,8273.877693,7645.361018,1100.608307,12115.670929,12903.075788,32697.43,35148.68,20111.567051,325.8,4052.303451,13280.747015,198.03,9635.537374,134.69,34262.998034,29.95,32792.263818,28.45,2672.55995,0,16247.366507,34.69,3261.3234,4,2512.71561,7,771.410032,660.59,14860.722054,7760.162096,18743.869037,141.54,120.28,6297.669529,79.95,5888.6738,885.22,26998.644396,19.09,6228.036429,20867.89684,514.62,11284.532326,1735.91,17.86,4813.559522,0,2064.455127,123.863774,2607.000906,2.0786,43.6506,1333.931157,83.144,0,126.389273,32.2183,57.1615,99.7728,3770.912976,2765.016078,1810.367063,0,2510.761726,2,1738.7489,1,7683.991799,21.7,27.76,8548.595862,96.86,4387.654382,0,34732.959101,2319.31,17750.163128,0,21160.023284,1675.57,14617.286815,214.59
